Name,Age,Gender,Marital Status,Employment Type,Industry,Years with Current Employer,Education Level,CIBIL Score,Loan Type,Loan Purpose,Loan Amount Requested,Loan Tenure,Existing Loans,Loan Repayment History,DTI Ratio,Credit Utilization Ratio,Credit Card Payment Behavior,Monthly Income,Income Stability,Total Savings & Deposits,Bank Account Activity,Large Transactions Before Loan,Number of Credit Cards,Total Credit Limit,Utility & Rent Payments History,Fraud
Sarah Campbell,46,Female,Divorced,Salaried,Education,16,Bachelors,506,Business Loan,Business Expansion,89018,84,1,Poor,0.23,0.35,Missed Payments,169560,Unstable,370997,Low,1,3,419734,Missed Payments,0
Heather Sexton,34,Female,Married,Unemployed,Finance,15,High School,711,Car Loan,Vehicle Purchase,58972,60,3,Good,0.37,0.44,On-Time,55390,Unstable,362933,Moderate,0,4,243233,Late Payments,0
Alexis Brown,60,Female,Single,Salaried,Finance,17,Bachelors,571,Business Loan,Business Expansion,200990,24,2,Poor,0.75,0.11,On-Time,166885,Stable,196970,Low,1,2,332374,Late Payments,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Dustin Gardner,23,Male,Single,Unemployed,IT,3,Masters,406,Car Loan,Vehicle Purchase,327113,24,1,Average,0.7,0.89,Missed Payments,90383,Unstable,293758,High,0,4,79976,Missed Payments,0
Jennifer Garrett,44,Female,Married,Unemployed,Finance,12,PhD,342,Personal Loan,Wedding,296687,36,3,Average,0.31,0.45,Late Payments,20418,Stable,111934,Low,1,1,262701,On-Time,0
Hannah Rose,25,Female,Married,Self-Employed,Finance,17,Bachelors,520,Personal Loan,Medical Emergency,345261,84,2,Average,0.44,0.23,Late Payments,38289,Unstable,262727,Moderate,0,3,215287,Late Payments,0
Jacob Barker,69,Male,Married,Self-Employed,Healthcare,11,Masters,359,Car Loan,Vehicle Purchase,23358,24,1,Average,0.45,0.99,Missed Payments,59641,Stable,91590,High,1,1,260126,On-Time,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Steven Jennings,45,Female,Married,Self-Employed,Manufacturing,12,Masters,872,Business Loan,Equipment Purchase,231941,60,3,Good,0.83,0.92,Missed Payments,109169,Stable,275590,Low,0,1,426592,Missed Payments,0
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Morgan Harrison,18,Female,Married,Self-Employed,Education,14,PhD,306,Home Loan,Buying a House,231592,72,3,Poor,0.54,0.85,On-Time,183256,Unstable,36832,Moderate,0,1,103109,Late Payments,0
Susan Rogers,55,Female,Single,Self-Employed,Manufacturing,14,PhD,793,Personal Loan,Medical Emergency,162918,72,2,Average,0.44,0.45,Late Payments,53810,Stable,497466,High,0,4,313124,Missed Payments,0
Timothy Smith,29,Male,Single,Self-Employed,Healthcare,0,Masters,682,Car Loan,Car Repair,169678,96,1,Good,0.55,0.84,On-Time,80220,Unstable,260672,High,0,4,472739,On-Time,0
Christopher Small,67,Female,Divorced,Unemployed,Healthcare,9,Masters,427,Home Loan,Property Investment,48314,24,3,Good,0.81,0.4,Missed Payments,175633,Unstable,19655,High,1,1,105840,On-Time,0
Margaret Jordan,30,Male,Divorced,Salaried,Finance,11,Bachelors,891,Business Loan,Working Capital,93560,84,3,Poor,0.43,0.56,Missed Payments,83532,Stable,315893,Low,1,1,204658,On-Time,0
David Waters,62,Female,Married,Salaried,IT,18,Bachelors,715,Personal Loan,Debt Consolidation,212970,96,4,Poor,0.47,0.91,Late Payments,133747,Unstable,45418,Low,0,3,433436,Late Payments,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Carol Kemp,48,Female,Married,Self-Employed,IT,10,Bachelors,768,Personal Loan,Vacation,426531,60,4,Average,0.87,0.13,On-Time,44584,Unstable,385529,Moderate,1,1,313987,Missed Payments,0
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
Brian Nichols,57,Male,Single,Self-Employed,IT,3,High School,562,Home Loan,Property Investment,492122,72,4,Poor,0.37,0.59,Late Payments,88694,Unstable,419030,Low,0,2,332251,Late Payments,0
Chelsea Burton,65,Female,Married,Unemployed,Manufacturing,6,Bachelors,568,Home Loan,Buying a House,465748,12,2,Poor,0.31,0.66,On-Time,156523,Stable,406184,High,0,1,148923,Late Payments,0
Hayden Ewing,56,Female,Single,Unemployed,Finance,0,High School,467,Personal Loan,Debt Consolidation,216371,60,0,Good,0.63,0.79,Late Payments,27176,Unstable,312550,Low,1,3,405419,Missed Payments,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Robert Williams,38,Female,Married,Salaried,Manufacturing,15,Bachelors,799,Personal Loan,Wedding,237961,60,3,Good,0.85,0.39,Late Payments,57511,Stable,456075,Low,0,3,212892,On-Time,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Wesley Spencer,58,Female,Divorced,Self-Employed,Healthcare,9,PhD,666,Car Loan,Car Repair,134032,24,4,Poor,0.78,0.76,On-Time,155540,Unstable,289079,High,1,3,84849,On-Time,0
Jacqueline Hancock,54,Male,Married,Unemployed,IT,6,Masters,393,Personal Loan,Medical Emergency,341268,48,1,Poor,0.73,0.4,Late Payments,114001,Unstable,297054,Low,1,2,239721,On-Time,0
Joshua Lee,41,Male,Married,Salaried,Healthcare,7,PhD,304,Personal Loan,Medical Emergency,402063,12,3,Good,0.47,0.93,Late Payments,129573,Stable,156023,Moderate,0,1,305289,Missed Payments,0
Teresa Kelly,26,Female,Divorced,Salaried,Finance,6,Bachelors,517,Home Loan,Property Investment,112574,84,1,Good,0.58,0.79,On-Time,114444,Stable,67152,Low,0,1,315508,Late Payments,0
Sean Davis,31,Male,Divorced,Self-Employed,Healthcare,16,PhD,356,Car Loan,Car Repair,251392,48,0,Average,0.51,0.94,Missed Payments,174428,Unstable,331578,High,0,4,71576,Late Payments,0
Jessica Foster,46,Male,Single,Unemployed,Manufacturing,14,Masters,404,Personal Loan,Debt Consolidation,191533,12,4,Poor,0.8,0.4,Missed Payments,143256,Stable,372855,High,1,3,139975,Missed Payments,1
Daniel Hawkins,35,Female,Divorced,Self-Employed,Finance,14,PhD,709,Business Loan,Working Capital,200785,36,1,Average,0.12,0.11,Late Payments,119320,Unstable,324276,High,0,1,296776,Missed Payments,0
Joanna Garcia,27,Female,Single,Self-Employed,IT,8,PhD,822,Home Loan,Property Investment,351444,24,1,Poor,0.24,0.31,Late Payments,133025,Stable,28691,High,0,4,442043,Late Payments,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Robert Landry,47,Female,Single,Unemployed,IT,11,Bachelors,342,Car Loan,Car Repair,210226,24,4,Average,0.32,0.26,Late Payments,90966,Stable,380822,Moderate,1,4,355988,On-Time,0
Carlos Wilcox,56,Male,Divorced,Self-Employed,Finance,5,High School,548,Car Loan,Vehicle Purchase,385570,96,4,Average,0.45,0.41,Late Payments,72307,Stable,44051,High,1,3,484880,Late Payments,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Margaret Sullivan,58,Male,Married,Salaried,IT,19,High School,484,Car Loan,Car Repair,442817,48,1,Good,0.45,0.55,Missed Payments,58373,Unstable,192804,Moderate,1,1,97751,Missed Payments,0
Angela Adkins MD,41,Female,Divorced,Unemployed,Manufacturing,8,PhD,423,Home Loan,Buying a House,131615,60,0,Good,0.12,0.72,On-Time,107082,Stable,62990,Moderate,1,3,230873,Late Payments,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
James Strickland,63,Male,Married,Self-Employed,Healthcare,10,PhD,815,Business Loan,Business Expansion,71973,24,4,Good,0.84,0.43,Missed Payments,24815,Stable,58746,Low,0,4,55645,Missed Payments,0
Elizabeth Collins,48,Male,Married,Salaried,Finance,7,PhD,335,Business Loan,Working Capital,305367,60,2,Good,0.75,0.23,Missed Payments,85117,Stable,99526,High,0,2,262842,On-Time,0
Brian Kennedy,67,Male,Divorced,Unemployed,Finance,17,Bachelors,560,Car Loan,Vehicle Purchase,265555,72,0,Poor,0.71,0.99,Late Payments,161569,Unstable,487868,High,1,4,226561,Missed Payments,0
Tammy Adams,37,Female,Single,Self-Employed,Education,17,PhD,659,Business Loan,Working Capital,127260,96,3,Average,0.32,0.88,On-Time,64726,Unstable,262585,High,0,4,349308,Late Payments,0
Angela Lopez,20,Female,Married,Salaried,Manufacturing,16,Masters,612,Business Loan,Equipment Purchase,490267,36,4,Poor,0.4,0.77,On-Time,30133,Unstable,87899,High,1,3,212003,On-Time,0
Nathan Wells,55,Male,Married,Unemployed,Manufacturing,2,Bachelors,523,Business Loan,Equipment Purchase,161014,60,0,Good,0.58,0.26,On-Time,77154,Stable,280418,Low,0,4,339082,Missed Payments,0
Claire Porter,48,Female,Married,Salaried,Manufacturing,19,PhD,843,Business Loan,Equipment Purchase,247624,12,1,Poor,0.85,0.17,Missed Payments,152687,Unstable,193793,Moderate,1,1,345764,Missed Payments,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Paul Stevens,30,Male,Divorced,Self-Employed,IT,2,PhD,756,Personal Loan,Medical Emergency,341810,12,0,Average,0.73,0.29,On-Time,98366,Stable,299790,Moderate,1,1,413544,On-Time,0
Dustin Williams,53,Male,Married,Self-Employed,Education,9,High School,799,Personal Loan,Medical Emergency,257710,84,4,Poor,0.21,0.68,Late Payments,28605,Stable,142277,Moderate,0,2,146616,Late Payments,0
Melody Miller,63,Male,Single,Salaried,Healthcare,17,Bachelors,830,Personal Loan,Vacation,383104,84,0,Good,0.65,0.53,Missed Payments,183423,Unstable,366013,High,1,3,162006,Late Payments,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
David Farley,35,Female,Single,Self-Employed,IT,10,PhD,649,Home Loan,Buying a House,235736,36,0,Good,0.8,0.58,Late Payments,174325,Stable,53691,Low,0,4,152190,Late Payments,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Hannah Johnson,58,Female,Single,Unemployed,IT,18,Masters,369,Home Loan,Property Investment,313221,36,2,Poor,0.26,0.71,On-Time,37427,Stable,35031,Moderate,1,2,218472,Missed Payments,0
Julia Holmes,23,Female,Divorced,Self-Employed,Healthcare,10,Masters,496,Business Loan,Business Expansion,8607,24,0,Good,0.38,0.75,Missed Payments,145129,Stable,410306,High,1,3,266803,Missed Payments,0
Tabitha Barrera,33,Male,Single,Unemployed,Manufacturing,18,PhD,707,Business Loan,Equipment Purchase,24839,24,0,Good,0.25,0.92,Missed Payments,81510,Unstable,87630,Moderate,1,2,453352,Missed Payments,0
Shannon Henson,29,Male,Married,Unemployed,Finance,1,High School,533,Home Loan,Property Investment,233344,60,2,Poor,0.68,0.97,Missed Payments,115409,Stable,69994,High,0,4,478542,Missed Payments,0
Timothy Sanchez,67,Male,Married,Unemployed,IT,10,Bachelors,740,Home Loan,Home Renovation,264306,96,1,Good,0.22,0.78,Missed Payments,113721,Unstable,194784,High,0,3,447966,Missed Payments,0
Derek Miller,23,Male,Single,Unemployed,Healthcare,10,Bachelors,842,Business Loan,Equipment Purchase,362593,36,2,Poor,0.12,0.46,Missed Payments,40370,Stable,344288,Low,0,1,473582,Late Payments,0
Beverly Boyer,24,Female,Single,Unemployed,IT,5,Bachelors,889,Business Loan,Working Capital,67505,96,2,Poor,0.43,0.66,On-Time,179140,Stable,24445,Moderate,1,3,58412,Late Payments,0
Elizabeth Butler,51,Female,Single,Unemployed,IT,15,Bachelors,865,Home Loan,Property Investment,354538,12,4,Average,0.46,0.99,On-Time,131620,Stable,399479,High,1,2,413900,Late Payments,0
Michael Miles,26,Female,Married,Salaried,Finance,0,Masters,671,Car Loan,Car Repair,36444,84,3,Poor,0.31,0.63,Missed Payments,24355,Unstable,357087,High,1,1,423195,Late Payments,0
Dana Stewart,60,Male,Single,Self-Employed,Manufacturing,8,PhD,863,Business Loan,Working Capital,376846,84,4,Poor,0.31,0.92,On-Time,152797,Unstable,14672,High,1,1,283293,Late Payments,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Wayne Duffy,34,Male,Divorced,Unemployed,Education,13,High School,608,Business Loan,Equipment Purchase,7441,84,3,Good,0.25,0.29,Missed Payments,186062,Stable,366005,High,0,1,317352,On-Time,0
Christopher Moore,47,Female,Divorced,Salaried,IT,14,PhD,498,Car Loan,Vehicle Purchase,222626,72,4,Poor,0.6,0.76,Late Payments,82345,Stable,312253,Moderate,1,4,186036,Late Payments,0
Linda Odonnell,19,Male,Divorced,Unemployed,IT,6,High School,547,Car Loan,Vehicle Purchase,368406,72,4,Average,0.16,0.38,Late Payments,65653,Unstable,476297,High,1,4,155869,Late Payments,0
Kimberly Kelly,47,Male,Married,Unemployed,Manufacturing,12,Masters,675,Business Loan,Equipment Purchase,58629,36,3,Average,0.42,0.87,Late Payments,45510,Unstable,446872,High,0,4,356790,Missed Payments,0
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
Scott Benitez,27,Female,Single,Unemployed,Education,0,High School,462,Home Loan,Home Renovation,313910,48,3,Poor,0.53,0.9,On-Time,25985,Unstable,231082,High,0,1,405174,Late Payments,0
Alexis Brown,60,Female,Single,Salaried,Finance,17,Bachelors,571,Business Loan,Business Expansion,200990,24,2,Poor,0.75,0.11,On-Time,166885,Stable,196970,Low,1,2,332374,Late Payments,0
Scott Benitez,27,Female,Single,Unemployed,Education,0,High School,462,Home Loan,Home Renovation,313910,48,3,Poor,0.53,0.9,On-Time,25985,Unstable,231082,High,0,1,405174,Late Payments,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Sue Perez,61,Male,Single,Salaried,Education,11,Bachelors,470,Car Loan,Vehicle Purchase,312491,60,2,Good,0.3,0.59,On-Time,77650,Unstable,426917,Moderate,0,3,87200,Missed Payments,0
Blake Sims,40,Male,Married,Self-Employed,Manufacturing,4,Masters,869,Personal Loan,Medical Emergency,436291,84,1,Poor,0.72,0.42,On-Time,88207,Stable,72043,High,1,1,403898,Late Payments,0
Kayla Anderson MD,47,Female,Married,Unemployed,Manufacturing,3,PhD,792,Home Loan,Buying a House,238609,12,1,Good,0.13,0.91,On-Time,39925,Stable,331689,Low,1,4,453683,Missed Payments,0
Melissa Hanson,26,Female,Divorced,Unemployed,Healthcare,13,High School,769,Car Loan,Car Repair,206391,24,4,Poor,0.51,0.79,On-Time,114769,Stable,295445,High,0,3,463599,Missed Payments,0
Brent Carpenter,44,Female,Single,Unemployed,IT,10,Bachelors,723,Personal Loan,Medical Emergency,18013,24,4,Poor,0.51,0.74,Missed Payments,56129,Stable,421647,Low,0,2,73674,On-Time,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Joshua Lee,41,Male,Married,Salaried,Healthcare,7,PhD,304,Personal Loan,Medical Emergency,402063,12,3,Good,0.47,0.93,Late Payments,129573,Stable,156023,Moderate,0,1,305289,Missed Payments,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Sandra Stone,18,Male,Divorced,Unemployed,Manufacturing,0,PhD,889,Car Loan,Car Repair,364045,72,1,Good,0.2,0.57,On-Time,63012,Stable,322459,Moderate,1,1,192667,On-Time,0
Anthony Johnson,49,Female,Single,Unemployed,IT,4,PhD,371,Business Loan,Working Capital,45258,48,1,Poor,0.68,0.48,Late Payments,172626,Stable,438191,High,1,2,408533,On-Time,0
Amanda Alexander,53,Female,Divorced,Unemployed,Finance,14,Bachelors,395,Business Loan,Working Capital,150890,96,0,Average,0.53,0.86,Missed Payments,114750,Unstable,135371,Moderate,1,4,188883,Late Payments,0
Elizabeth Gonzalez,18,Female,Married,Self-Employed,Healthcare,3,Bachelors,820,Home Loan,Property Investment,272081,12,4,Good,0.63,0.67,Late Payments,182829,Stable,294538,Moderate,0,2,311700,On-Time,0
Rebecca Coleman,31,Female,Divorced,Self-Employed,Manufacturing,12,Masters,782,Personal Loan,Wedding,170156,36,2,Good,0.68,0.37,Late Payments,160876,Unstable,275329,High,0,2,203275,Missed Payments,0
Michael Garcia,58,Male,Single,Self-Employed,IT,13,High School,785,Business Loan,Business Expansion,472008,24,3,Average,0.27,0.14,Late Payments,107819,Unstable,197902,Moderate,0,1,322947,On-Time,0
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
Thomas Walters,53,Female,Married,Self-Employed,Manufacturing,16,High School,493,Business Loan,Business Expansion,218920,72,0,Poor,0.71,0.5,Missed Payments,114456,Stable,124210,Moderate,0,1,225638,Missed Payments,1
David Gillespie,24,Male,Divorced,Self-Employed,Healthcare,15,Bachelors,560,Business Loan,Working Capital,337385,36,3,Good,0.61,0.96,Missed Payments,155885,Unstable,66377,Moderate,1,3,301742,Late Payments,0
Nicolas Roberts,52,Female,Single,Salaried,Education,12,Masters,459,Personal Loan,Medical Emergency,462062,96,0,Average,0.48,0.78,Late Payments,51816,Unstable,488572,Low,1,3,415760,Late Payments,0
Spencer Reed,22,Male,Single,Self-Employed,IT,4,Bachelors,717,Personal Loan,Vacation,50309,36,2,Good,0.77,0.88,Missed Payments,139945,Unstable,110042,Moderate,0,4,112074,Missed Payments,0
Thomas Becker,44,Female,Single,Unemployed,Healthcare,5,Bachelors,786,Car Loan,Vehicle Purchase,260785,72,2,Good,0.2,0.75,Missed Payments,136377,Stable,37297,Moderate,0,3,294966,On-Time,0
Anthony White,41,Male,Married,Unemployed,IT,0,Masters,371,Business Loan,Equipment Purchase,172990,48,4,Average,0.39,0.2,Late Payments,22950,Unstable,101089,Moderate,1,2,341768,On-Time,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Amy Moreno,36,Female,Divorced,Unemployed,Manufacturing,14,Bachelors,537,Personal Loan,Wedding,31951,60,0,Good,0.6,0.89,Missed Payments,184334,Unstable,405203,Low,1,3,61328,Late Payments,0
Andrew Sutton,22,Female,Divorced,Salaried,Finance,10,Bachelors,416,Business Loan,Working Capital,372062,72,2,Good,0.19,0.65,Late Payments,71087,Unstable,382102,Moderate,1,4,96957,Missed Payments,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
